PlayerName,Post,Age,MarketValue,Nationality,Left,Current_team,Fee
Juan José Cáceres,Right-Back,24,1.00m,Paraguay,CA Lanús,Dynamo Moscow,0
Gennadiy Synchuk,Right Winger,18,400k,Ukraine,Metalist Kharkiv,CF Montréal,0
Vincent Aboubakar,Centre-Forward,32,3.40m,Cameroon,Besiktas JK,Hatayspor,free transfer
Melker Widell,Central Midfield,22,1.00m,Sweden,Aalborg BK,Swansea City,0
Edmund Baidoo,Right Winger,18,1.20m,Ghana,Sogndal IL,Red Bull Salzburg,0
Joe Taylor,Centre-Forward,22,350k,Wales,Luton Town,Huddersfield Town,0
Luan,Centre-Back,31,1.80m,Brazil,Sociedade Esportiva Palmeiras,Deportivo Toluca,0
Facundo Bernal,Defensive Midfield,20,1.40m,Uruguay,Defensor Sporting Club,Fluminense Football Club,0
Aaron Boupendza,Centre-Forward,28,3.30m,Gabon,FC Rapid 1923,Zhejiang FC,800k
Jackson Porozo,Centre-Back,24,3.30m,Ecuador,ESTAC Troyes,CD Leganés,loan transfer
Bruno Damiani,Centre-Forward,22,800k,Uruguay,Club Nacional,Philadelphia Union,0
Robin Pröpper,Centre-Back,30,3.00m,Netherlands,Twente Enschede FC,Rangers FC,0
Arthur Sales,Centre-Forward,22,1.00m,Brazil,Lommel SK,Mamelodi Sundowns FC,0
Sergio Palacios,Centre-Back,19,900k,Colombia,Once Caldas,RB Bragantino U20,0
Tomas Chory,Centre-Forward,29,3.20m,Czech Republic,FC Viktoria Plzen,SK Slavia Prague,3.00m
Igor Miladinovic,Attacking Midfield,21,3.20m,Serbia,FK Cukaricki,AS Saint-Étienne,3.00m
Felipe Peña Biafore,Defensive Midfield,23,3.20m,Argentina,CA River Plate,CA Lanús,1.07m
Georgios Masouras,Left Winger,31,3.20m,Greece,Olympiacos Piraeus,VfL Bochum,loan transfer
Martin Braithwaite,Centre-Forward,33,3.20m,Denmark,RCD Espanyol Barcelona,Grêmio Foot-Ball Porto Alegrense,free transfer
Micah Hamilton,Left Winger,21,3.20m,England,Middlesbrough FC,Stockport County,loan transfer
Ricardo Chávez,Right-Back,30,3.20m,Mexico,Atlético de San Luis,CF Monterrey,?
Ola Brynhildsen,Centre-Forward,25,3.20m,Norway,FC Midtjylland,Toronto FC,loan transfer
François Kamano,Left Winger,28,3.20m,Guinea,Abha Club,Damac FC,?
Juan Pablo Freytes,Centre-Back,24,900k,Argentina,Club Alianza Lima,Fluminense Football Club,0
Morten Thorsby,Central Midfield,28,3.00m,Norway,1.FC Union Berlin,Genoa CFC,0
Iké Ugbo,Centre-Forward,25,2.80m,Canada,ESTAC Troyes,Sheffield Wednesday,0
Lucas Stassin,Centre-Forward,19,3.00m,Belgium,KVC Westerlo,AS Saint-Étienne,0
Diego Moreira,Left Midfield,20,3.00m,Belgium,Chelsea FC,RC Strasbourg Alsace,0
Martin Erlić,Centre-Back,26,3.00m,Croatia,US Sassuolo,Bologna FC 1909,0
Krisztián Lisztes,Attacking Midfield,19,3.00m,Hungary,Ferencvárosi TC,Eintracht Frankfurt,0
Matheus Dória,Centre-Back,29,3.00m,Brazil,Santos Laguna,Atlas Guadalajara,0
Kaio César,Right Winger,20,3.00m,Brazil,Coritiba Foot Ball Club,Vitória Guimarães SC,0
Anderson Duarte,Right Winger,20,3.00m,Uruguay,Defensor Sporting Club,Deportivo Toluca,0
Frantzdy Pierrot,Centre-Forward,29,3.00m,Haiti,Maccabi Haifa,AEK Athens,0
Ayrton Costa,Centre-Back,25,3.00m,Argentina,Royal Antwerp FC,CA Boca Juniors,0
Marin Soticek,Right Winger,19,2.00m,Croatia,NK Lokomotiva Zagreb,FC Basel 1893,0
Jackson Tchatchoua,Right-Back,22,3.00m,Cameroon,R Charleroi SC,Hellas Verona,0
Gauthier Hein,Right Winger,28,3.00m,France,AJ Auxerre,FC Metz,0
Víctor Meseguer,Central Midfield,25,2.20m,Spain,Granada CF,Real Valladolid CF,0
Niko Galesic,Centre-Back,23,3.00m,Croatia,HNK Rijeka,GNK Dinamo Zagreb,0
Joël Schingtienne,Centre-Back,22,2.00m,Belgium,Oud-Heverlee Leuven,Venezia FC,0
Oliver Edvardsen,Left Winger,25,3.00m,Norway,Go Ahead Eagles,Ajax Amsterdam,0
Augustine Boakye,Attacking Midfield,23,3.00m,Ghana,Wolfsberger AC,AS Saint-Étienne,0
Isaac Price,Central Midfield,21,3.00m,Northern Ireland,Standard Liège,West Bromwich Albion,0
Woyo Coulibaly,Right-Back,25,2.00m,France,Parma Calcio 1913,Leicester City,0
Mihailo Ivanovic,Centre-Forward,19,1.50m,Serbia,FK Vojvodina Novi Sad,Millwall FC,0
Estanis Pedrola,Left Winger,20,2.00m,Spain,FC Barcelona,UC Sampdoria,0
Cyriaque Irié,Right Winger,19,300k,Burkina Faso,Dijon FCO,ESTAC Troyes,0
Ruairi McConville,Centre-Back,19,-,Northern Ireland,Brighton & Hove Albion U21,Norwich City,0
Oliver Sonne,Right-Back,24,3.00m,Peru,Silkeborg IF,Burnley FC,0
Nicolás Castro,Attacking Midfield,23,3.00m,Argentina,KRC Genk,Elche CF,0
Vince Osuji,Centre-Back,18,1.20m,Nigeria,Kalmar FF,Club Brugge KV,0
Mehdi Léris,Right Winger,26,2.50m,Algeria,Stoke City,Pisa Sporting Club,0
Jhonder Cádiz,Centre-Forward,28,3.00m,Venezuela,FC Famalicão,Club León FC,0
Jason van Duiven,Centre-Forward,19,1.00m,Netherlands,PSV Eindhoven,Lommel SK,0
Osaze Urhoghide,Centre-Back,24,600k,England,Amiens SC,FC Dallas,0
Silvano Vos,Defensive Midfield,19,2.50m,Netherlands,Ajax Amsterdam,Milan Futuro,0
Brandon Thomas-Asante,Centre-Forward,25,3.00m,Ghana,West Bromwich Albion,Coventry City,2.95m
Lawrence Ennali,Left Winger,22,3.00m,Germany,Górnik Zabrze,Houston Dynamo FC,2.75m
Patrick Pentz,Goalkeeper,27,3.00m,Austria,Bayer 04 Leverkusen,Bröndby IF,2.55m
Bruno Onyemaechi,Left-Back,25,3.00m,Nigeria,Boavista FC,Olympiacos Piraeus,2.50m
Lucas Barbosa,Right Winger,23,3.00m,Brazil,Santos FC,Red Bull Bragantino,2.50m
Sebastián Villa,Left Winger,28,3.00m,Colombia,Beroe Stara Zagora,CS Independiente Rivadavia,2.39m
Gonçalo Franco,Central Midfield,23,3.00m,Portugal,Moreirense FC,Swansea City,2.10m
Levent Mercan,Left-Back,23,3.00m,Türkiye,Fatih Karagümrük,Fenerbahce,2.00m
Timothy Ouma,Central Midfield,20,3.00m,Kenya,IF Elfsborg,SK Slavia Prague,2.00m
Keke Topp,Centre-Forward,20,3.00m,Germany,FC Schalke 04,SV Werder Bremen,2.00m
Pontus Almqvist,Right Winger,25,3.00m,Sweden,FC Rostov,Parma Calcio 1913,2.00m
Bruno Duarte,Centre-Forward,28,3.00m,Brazil,SC Farense,Red Star Belgrade,2.00m
Jeffrey de Lange,Goalkeeper,26,3.00m,Netherlands,Go Ahead Eagles,Olympique Marseille,2.00m
Jeppe Okkels,Left Winger,25,3.00m,Denmark,FC Utrecht,Preston North End,2.00m
Cheick Condé,Defensive Midfield,24,3.00m,Guinea,FC Zürich,Venezia FC,2.00m
Mërgim Vojvoda,Right-Back,30,3.00m,Kosovo,Torino FC,Como 1907,2.00m
Iván Azón,Centre-Forward,22,3.00m,Spain,Real Zaragoza,Como 1907,2.00m
Igor Jesus,Defensive Midfield,21,3.00m,Brazil,CR Flamengo,CF Estrela Amadora,2.00m
Eliot Matazo,Central Midfield,22,3.00m,Belgium,AS Monaco,Hull City,2.00m
Peter Federico,Right Winger,21,3.00m,Dominican Republic,Real Madrid Castilla,Getafe CF,2.00m
Ludovic Ajorque,Centre-Forward,30,3.00m,France,1.FSV Mainz 05,Stade Brestois 29,Loan fee:2.00m
Fernando,Centre-Forward,25,3.00m,Brazil,Red Bull Salzburg,Red Bull Bragantino,2.00m
Aiden O'Neill,Defensive Midfield,26,3.00m,Australia,Standard Liège,New York City FC,2.00m
José Martínez,Defensive Midfield,30,3.00m,Venezuela,Philadelphia Union,Sport Club Corinthians Paulista,1.80m
Okay Yokuşlu,Defensive Midfield,30,3.00m,Türkiye,West Bromwich Albion,Trabzonspor,1.65m
Emanuel Aiwu,Centre-Back,23,3.00m,Austria,US Cremonese,SK Sturm Graz,1.60m
Bartlomiej Wdowik,Left-Back,23,3.00m,Poland,Jagiellonia Bialystok,SC Braga,1.60m
Peter Vindahl,Goalkeeper,26,3.00m,Denmark,AZ Alkmaar,AC Sparta Prague,1.50m
Alexis Blin,Defensive Midfield,27,3.00m,France,US Lecce,Palermo FC,1.50m
Neto Borges,Left-Back,27,3.00m,Brazil,Clermont Foot 63,Middlesbrough FC,1.50m
Svetozar Markovic,Centre-Back,24,3.00m,Serbia,FK Partizan Belgrade,FC Viktoria Plzen,1.50m
Alexandru Cicâldău,Attacking Midfield,27,3.00m,Romania,Galatasaray,CS Universitatea Craiova,1.50m
Maximiliano Salas,Centre-Forward,27,3.00m,Argentina,CD Palestino,Racing Club,1.44m
Jean Meneses,Left Winger,31,3.00m,Chile,Deportivo Toluca,Clube de Regatas Vasco da Gama,1.30m
Yuriy Gorshkov,Left-Back,25,3.00m,Russia,Krylya Sovetov Samara,Zenit St. Petersburg,1.26m
Aziz Yakubu,Centre-Forward,25,3.00m,Ghana,Rio Ave FC,Shimizu S-Pulse,1.25m
Robson Bambu,Centre-Back,26,3.00m,Brazil,OGC Nice,SC Braga,1.20m
Víctor Méndez,Defensive Midfield,25,3.00m,Chile,CSKA Moscow,CSD Colo-Colo,1.20m
Fernando Cardozo,Right Winger,23,3.00m,Paraguay,Olimpia Asunción,CA Newell's Old Boys,1.11m
Nahuel Losada,Goalkeeper,31,3.00m,Argentina,Club Atlético Belgrano,CA Lanús,1.10m
Philipp Sander,Central Midfield,26,3.00m,Germany,Holstein Kiel,Borussia Mönchengladbach,1.00m
Lucas Vera,Central Midfield,27,3.00m,Argentina,FC Orenburg,FC Khimki,1.00m
Tidiam Gomis,Left Winger,18,3.00m,France,SM Caen,RB Leipzig,1.00m
Ifet Djakovac,Central Midfield,27,3.00m,Bosnia-Herzegovina,FK TSC Backa Topola,Akron Togliatti,1.00m
Gonzalo Luján,Right-Back,23,3.00m,Argentina,CA San Lorenzo de Almagro,Inter Miami CF,775k
Esquerdinha,Left-Back,18,3.00m,Brazil,Fluminense Football Club,Queens Park Rangers,600k
Oliver Villadsen,Right-Back,22,3.00m,Denmark,FC Nordsjaelland,1.FC Nuremberg,500k
Morgan Guilavogui,Right Winger,26,3.00m,Guinea,RC Lens,FC St. Pauli,Loan fee:500k
Rodrigo Echeverría,Defensive Midfield,29,3.00m,Chile,CD Everton,CA Huracán,500k
Chidozie Awaziem,Centre-Back,27,3.00m,Nigeria,Boavista FC,FC Cincinnati,500k
Oussama Targhalline,Defensive Midfield,22,3.00m,Morocco,Le Havre AC,Feyenoord Rotterdam,450k
Ibrahim Aliyu,Centre-Forward,23,3.00m,Nigeria,Houston Dynamo FC,Columbus Crew,395k
Sampson Dweh,Centre-Back,22,3.00m,Liberia,MFK Vyskov,FC Viktoria Plzen,385k
Anderson Julio,Right Winger,28,3.00m,Ecuador,Real Salt Lake City,FC Dallas,384k
Sergio Peña,Central Midfield,29,3.00m,Peru,Malmö FF,PAOK Thessaloniki,350k
Imanol Machuca,Right Winger,24,3.00m,Argentina,Fortaleza Esporte Clube,CA Vélez Sarsfield,Loan fee:245k
Robert Wagner,Central Midfield,20,3.00m,Germany,SC Freiburg,FC St. Pauli,Loan fee:200k
Sebastián Vegas,Centre-Back,28,3.00m,Chile,CF Monterrey,CSD Colo-Colo,Loan fee:200k
Pepê,Central Midfield,27,3.00m,Brazil,Grêmio Foot-Ball Porto Alegrense,Esporte Clube Vitória,190k
Maximilian Bauer,Centre-Back,24,3.00m,Germany,FC Augsburg,1.FC Kaiserslautern,Loan fee:150k
Tim Breithaupt,Defensive Midfield,22,3.00m,Germany,FC Augsburg,1.FC Kaiserslautern,Loan fee:150k
Tim Drexler,Centre-Back,19,3.00m,Germany,TSG 1899 Hoffenheim,1.FC Nuremberg,Loan fee:100k
Metinho,Central Midfield,21,3.00m,Brazil,ESTAC Troyes,FC Basel 1893,loan transfer
Joe Mendes,Right-Back,21,3.00m,Sweden,SC Braga,FC Basel 1893,loan transfer
James Sands,Defensive Midfield,24,3.00m,United States,New York City FC,FC St. Pauli,loan transfer
Adam Karabec,Attacking Midfield,21,3.00m,Czech Republic,AC Sparta Prague,Hamburger SV,loan transfer
Lucas Perrin,Centre-Back,25,3.00m,France,RC Strasbourg Alsace,Hamburger SV,free transfer
Rabbi Matondo,Right Winger,24,3.00m,Wales,Rangers FC,Hannover 96,loan transfer
Bartlomiej Wdowik,Left-Back,23,3.00m,Poland,SC Braga,Hannover 96,loan transfer
Fally Mayulu,Centre-Forward,22,3.00m,France,Bristol City,SK Sturm Graz,loan transfer
Lovro Zvonarek,Attacking Midfield,19,3.00m,Croatia,Bayern Munich,SK Sturm Graz,loan transfer
Keidi Bare,Central Midfield,26,3.00m,Albania,RCD Espanyol Barcelona,Real Zaragoza,free transfer
Marius Wolf,Right-Back,29,3.00m,Germany,Borussia Dortmund,FC Augsburg,free transfer
Alexis Flips,Attacking Midfield,24,3.00m,France,RSC Anderlecht,R Charleroi SC,loan transfer
Charlie Taylor,Left-Back,30,3.00m,England,Burnley FC,Southampton FC,free transfer
Ryan Fraser,Left Winger,30,3.00m,Scotland,Newcastle United,Southampton FC,free transfer
Marcos López,Left-Back,24,3.00m,Peru,Feyenoord Rotterdam,FC Copenhagen,loan transfer
Sébastien Haller,Centre-Forward,30,3.00m,Cote d'Ivoire,Borussia Dortmund,FC Utrecht,loan transfer
Chiquinho,Left Winger,24,3.00m,Portugal,Wolverhampton Wanderers,RCD Mallorca,loan transfer
Jean Onana,Defensive Midfield,25,3.00m,Cameroon,Besiktas JK,Genoa CFC,loan transfer
Alan Browne,Central Midfield,29,3.00m,Ireland,Preston North End,Sunderland AFC,free transfer
Han-Noah Massengo,Central Midfield,23,3.00m,France,Burnley FC,AJ Auxerre,loan transfer
Gabriel Osho,Centre-Back,25,3.00m,Nigeria,Luton Town,AJ Auxerre,free transfer
Florin Tănase,Attacking Midfield,29,3.00m,Romania,Al-Okhdood Club,FCSB,free transfer
Mateusz Legowski,Defensive Midfield,21,3.00m,Poland,US Salernitana 1919,Yverdon Sport FC,loan transfer
Dexter Lembikisa,Right-Back,20,3.00m,Jamaica,Wolverhampton Wanderers U21,Yverdon Sport FC,loan transfer
Tiago Dantas,Central Midfield,23,3.00m,Portugal,SL Benfica,NK Osijek,free transfer
Caio Paulista,Left-Back,26,3.00m,Brazil,Sociedade Esportiva Palmeiras,Clube Atlético Mineiro,loan transfer
Dudu,Left Winger,33,3.00m,Brazil,Cruzeiro Esporte Clube,Clube Atlético Mineiro,free transfer
Ben Davies,Centre-Back,29,3.00m,England,Rangers FC,Birmingham City,loan transfer
Arnaud Bodart,Goalkeeper,26,3.00m,Belgium,Standard Liège,FC Metz,free transfer
Adam Aznou,Left-Back,18,3.00m,Morocco,Bayern Munich,Real Valladolid CF,loan transfer
Gerard Gumbau,Defensive Midfield,29,3.00m,Spain,Granada CF,Rayo Vallecano,loan transfer
Hrvoje Smolcic,Centre-Back,23,3.00m,Croatia,Eintracht Frankfurt,LASK,loan transfer
Raúl Torrente,Centre-Back,22,3.00m,Spain,Granada CF,GNK Dinamo Zagreb,free transfer
Jack Elliott,Centre-Back,29,3.00m,England,Philadelphia Union,Chicago Fire FC,free transfer
Ryan Porteous,Centre-Back,25,3.00m,Scotland,Watford FC,Preston North End,loan transfer
Koki Ogawa,Centre-Forward,26,3.00m,Japan,Yokohama FC,NEC Nijmegen,?
Loïc Lapoussin,Left Midfield,28,3.00m,Madagascar,Union Saint-Gilloise,Sint-Truidense VV,?
Billal Brahimi,Left Winger,24,3.00m,Algeria,OGC Nice,Sint-Truidense VV,loan transfer
Nestory Irankunda,Right Winger,18,3.00m,Australia,FC Bayern Munich II,Grasshopper Club Zurich,loan transfer
Andrew Moran,Attacking Midfield,20,3.00m,Ireland,Brighton & Hove Albion U21,Stoke City,loan transfer
Bruninho,Attacking Midfield,21,3.00m,Brazil,Red Bull Bragantino,Cercle Brugge ,loan transfer
Koba Koindredi,Central Midfield,22,3.00m,France,Sporting CP,FC Lausanne-Sport,loan transfer
Moussa Djenepo,Left Winger,26,3.00m,Mali,Standard Liège,Antalyaspor,loan transfer
Jean-Kévin Duverne,Centre-Back,27,3.00m,Haiti,FC Nantes,KV Kortrijk,loan transfer
Filip Stanković,Goalkeeper,22,3.00m,Serbia,Inter Milan,Venezia FC,loan transfer
Hans Nicolussi Caviglia,Central Midfield,24,3.00m,Italy,Juventus FC,Venezia FC,loan transfer
Dudu,Left Winger,32,3.00m,Brazil,Sociedade Esportiva Palmeiras,Cruzeiro Esporte Clube,free transfer
Willian,Left Winger,36,3.00m,Brazil,Fulham FC,Olympiacos Piraeus,free transfer
Ola Brynhildsen,Centre-Forward,25,3.00m,Norway,FC Midtjylland,Molde FK,loan transfer
Pietro Pellegri,Centre-Forward,23,3.00m,Italy,Torino FC,FC Empoli,loan transfer
David Terans,Attacking Midfield,30,3.00m,Uruguay,Fluminense Football Club,CA Peñarol,loan transfer
Ilaix Moriba,Central Midfield,21,3.00m,Guinea,RB Leipzig,Celta de Vigo,loan transfer
Leonardo Buta,Left-Back,22,3.00m,Portugal,Udinese Calcio,Moreirense FC,?
Will Lankshear,Centre-Forward,19,3.00m,England,Tottenham Hotspur U21,West Bromwich Albion,loan transfer
Yasser Larouci,Left-Back,23,3.00m,Algeria,ESTAC Troyes,Watford FC,loan transfer
Claudio Baeza,Defensive Midfield,31,3.00m,Chile,Deportivo Toluca,CA Vélez Sarsfield,free transfer
Álex Valle,Left-Back,20,3.00m,Spain,FC Barcelona,Como 1907,loan transfer
Ignace Van der Brempt,Right-Back,22,3.00m,Belgium,Red Bull Salzburg,Como 1907,loan transfer
Joseph Nonge,Central Midfield,19,3.00m,Belgium,Juventus Next Gen,ESTAC Troyes,loan transfer
Olivier Deman,Left-Back,24,3.00m,Belgium,SV Werder Bremen,Royal Antwerp FC,loan transfer
Jaïro Riedewald,Defensive Midfield,27,3.00m,Netherlands,Crystal Palace,Royal Antwerp FC,free transfer
Johan Rojas,Attacking Midfield,22,3.00m,Colombia,CF Monterrey,Club Necaxa,loan transfer
Gonzalo Maroni,Attacking Midfield,25,3.00m,Argentina,CA Boca Juniors,CA Newell's Old Boys,loan transfer
Xeka,Central Midfield,29,3.00m,Portugal,Al-Sadd SC,GD Estoril Praia,free transfer
Andrés Vombergar,Centre-Forward,29,3.00m,Slovenia,Kalba FC,CA San Lorenzo de Almagro,free transfer
Marco Pellegrino,Centre-Back,22,3.00m,Argentina,AC Milan,CA Huracán,loan transfer
Matías Segovia,Right Winger,21,3.00m,Paraguay,Botafogo de Futebol e Regatas,Al-Ain FC,loan transfer
Gino Infantino,Central Midfield,21,3.00m,Argentina,ACF Fiorentina,Al-Ain FC,loan transfer
Leon Flach,Defensive Midfield,23,3.00m,United States,Philadelphia Union,Jagiellonia Bialystok,free transfer
Samuel Moutoussamy,Central Midfield,28,3.00m,DR Congo,FC Nantes,Sivasspor,free transfer
Rifat Zhemaletdinov,Attacking Midfield,27,3.00m,Russia,Lokomotiv Moscow,CSKA Moscow,free transfer
João Marques,Left Winger,22,3.00m,Portugal,SC Braga,Gil Vicente FC,loan transfer
Tiago Morais,Left Winger,20,3.00m,Portugal,LOSC Lille,Rio Ave FC,loan transfer
Martim Neto,Central Midfield,21,3.00m,Portugal,SL Benfica,Rio Ave FC,loan transfer
Fidel Barajas,Right Winger,18,3.00m,Mexico,Deportivo Guadalajara,D.C. United,loan transfer
Thomas Strakosha,Goalkeeper,29,3.00m,Albania,Brentford FC,AEK Athens,free transfer
Jordy Caicedo,Centre-Forward,26,3.00m,Ecuador,Atlas Guadalajara,Sporting Gijón,loan transfer
Calvin Ramsay,Right-Back,21,3.00m,Scotland,Liverpool FC,Kilmarnock FC,loan transfer
Stefano Sensi,Central Midfield,29,3.00m,Italy,Inter Milan,AC Monza,free transfer
Cody Drameh,Right-Back,22,3.00m,England,Leeds United,Hull City,free transfer
Gustavo Puerta,Central Midfield,21,3.00m,Colombia,Bayer 04 Leverkusen,Hull City,loan transfer
Carl Rushworth,Goalkeeper,23,3.00m,England,Brighton & Hove Albion,Hull City,loan transfer
Sotiris Alexandropoulos,Central Midfield,22,3.00m,Greece,Sporting CP,Standard Liège,loan transfer
Henrik Meister,Centre-Forward,21,3.00m,Denmark,Stade Rennais FC,Pisa Sporting Club,loan transfer
Olimpiu Moruțan,Right Winger,25,3.00m,Romania,MKE Ankaragücü,Pisa Sporting Club,loan transfer
Andrei Burcă,Centre-Back,31,3.00m,Romania,Al-Okhdood Club,FC Baniyas,free transfer
Lucas Rodríguez,Attacking Midfield,27,3.00m,Argentina,Club Tijuana,Querétaro FC,?
Yohan Boli,Centre-Forward,30,3.00m,Cote d'Ivoire,Al-Gharafa SC,Al-Khor SC,loan transfer
Konstantinos Fortounis,Attacking Midfield,31,3.00m,Greece,Olympiacos Piraeus,Al-Khaleej FC,free transfer
Kaique Rocha,Centre-Back,23,3.00m,Brazil,Club Athletico Paranaense,Sport Club Internacional,free transfer
Ignacio Ramírez,Centre-Forward,27,3.00m,Uruguay,CA Newell's Old Boys,CD Everton,loan transfer
Mame Thiam,Centre-Forward,31,3.00m,Senegal,Pendikspor,Eyüpspor,?
Marek Rodák,Goalkeeper,27,3.00m,Slovakia,Fulham FC,Al-Ettifaq FC,free transfer
Matías Cóccaro,Centre-Forward,27,3.00m,Uruguay,CF Montréal,Atlas Guadalajara,loan transfer
Jordy Caicedo,Centre-Forward,26,3.00m,Ecuador,Tigres UANL,Atlas Guadalajara,?
Giacomo Bonaventura,Attacking Midfield,34,3.00m,Italy,ACF Fiorentina,Al-Shabab FC,free transfer
Baghdad Bounedjah,Centre-Forward,32,3.00m,Algeria,Al-Sadd SC,Al-Shamal SC,free transfer
Gaius Makouta,Central Midfield,27,3.00m,Congo,Boavista FC,Alanyaspor,free transfer
Nacho Fernández,Centre-Back,34,3.00m,Spain,Real Madrid,Al-Qadsiah FC,free transfer
Mohamed Konaté,Centre-Forward,26,3.00m,Burkina Faso,Akhmat Grozny,Al-Riyadh SC,free transfer
Ismaël Kandouss,Centre-Back,26,3.00m,Morocco,KAA Gent,Al-Orobah FC,loan transfer
Olivier Giroud,Centre-Forward,37,3.00m,France,AC Milan,Los Angeles FC,free transfer
Gastón Álvarez Suarez,Central Midfield,31,3.00m,United Arab Emirates,FC Baniyas,Shabab Al-Ahli Club,free transfer
Mikkel Desler,Right-Back,29,3.00m,Denmark,FC Toulouse,Austin FC,free transfer
Aziz Ganiev,Central Midfield,26,3.00m,Uzbekistan,Shabab Al-Ahli Club,Al-Bataeh CSC,free transfer
Pep Biel,Attacking Midfield,27,3.00m,Spain,Olympiacos Piraeus,Charlotte FC,loan transfer
Rodrigo Ribeiro,Centre-Forward,19,3.00m,Portugal,Sporting CP,Avs Futebol,loan transfer
Sinclair Armstrong,Centre-Forward,21,1.00m,Ireland,Queens Park Rangers,Bristol City,0
Andri Gudjohnsen,Centre-Forward,22,2.70m,Iceland,Lyngby Boldklub,KAA Gent,0
Matheus Machado,Centre-Forward,21,500k,Brazil,Zulte Waregem,Al-Fateh SC,0
Nicolás Dubersarsky,Central Midfield,20,1.00m,Argentina,Instituto ACC,Austin FC,0
Abel Bretones,Left-Back,23,1.80m,Spain,Real Oviedo,CA Osasuna,0
John Edwin Montaño,Right Winger,18,700k,Colombia,Independiente Medellín,Lommel SK,0
Juanmi Latasa,Centre-Forward,23,2.80m,Spain,Real Madrid,Real Valladolid CF,2.50m
Bruno Tabata,Right Winger,27,2.80m,Brazil,Sociedade Esportiva Palmeiras,Sport Club Internacional,2.20m
Ozan Tufan,Central Midfield,29,2.80m,Türkiye,Hull City,Trabzonspor,2.00m
Yeison Guzmán,Attacking Midfield,26,2.80m,Colombia,Deportes Tolima,Torpedo Moscow,1.80m
Matías Pérez,Centre-Back,25,2.80m,Argentina,FC Orenburg,Club Cerro Porteño,1.80m
Marino Hinestroza,Right Winger,22,2.80m,Colombia,Columbus Crew,Atlético Nacional,1.40m
Santiago Montiel,Right Winger,23,2.80m,Argentina,AA Argentinos Juniors,CA Independiente,1.35m
Viktor Johansson,Goalkeeper,25,2.80m,Sweden,Rotherham United,Stoke City,1.00m
Kike Pérez,Central Midfield,27,2.80m,Spain,Real Valladolid CF,Venezia FC,1.00m
Philip Zinckernagel,Left Winger,30,2.80m,Denmark,Club Brugge KV,Chicago Fire FC,850k
David Strelec,Centre-Forward,23,2.80m,Slovakia,Spezia Calcio,Slovan Bratislava,700k
Nemanja Radonjić,Left Winger,28,2.80m,Serbia,Torino FC,Red Star Belgrade,200k
Davie Selke,Centre-Forward,29,2.80m,Germany,1.FC Köln,Hamburger SV,free transfer
Dimitrios Giannoulis,Left-Back,28,2.80m,Greece,Norwich City,FC Augsburg,free transfer
Ryan Mmaee,Centre-Forward,26,2.80m,Morocco,Stoke City,Rapid Vienna,loan transfer
Jean-Pierre Nsame,Centre-Forward,31,2.80m,Cameroon,Como 1907,Legia Warszawa,loan transfer
Vakoun Bayo,Centre-Forward,27,2.80m,Cote d'Ivoire,Watford FC,Udinese Calcio,?
Arnór Sigurdsson,Left Winger,25,2.80m,Iceland,Blackburn Rovers,Malmö FF,free transfer
Mikael Egill Ellertsson,Central Midfield,22,2.80m,Iceland,Genoa CFC,Venezia FC,loan transfer
Pierre Ekwah,Defensive Midfield,22,2.80m,France,Sunderland AFC,AS Saint-Étienne,loan transfer
Saba Sazonov,Centre-Back,22,2.80m,Georgia,Torino FC,FC Empoli,loan transfer
Juan Pablo Cozzani,Goalkeeper,26,2.80m,Argentina,Club Deportivo Maipú,Club Atlético Platense,?
Vakoun Bayo,Centre-Forward,27,2.80m,Cote d'Ivoire,Udinese Calcio,Watford FC,loan transfer
Tyler Roberts,Centre-Forward,25,2.80m,Wales,Birmingham City,Northampton Town,loan transfer
Joaquín Lavega,Left Winger,19,2.80m,Uruguay,CA River Plate Montevideo,Fluminense Football Club,free transfer
Óscar Zambrano,Defensive Midfield,20,2.80m,Ecuador,LDU Quito,Hull City,loan transfer
Andréas Hountondji,Centre-Forward,22,2.80m,Benin,Burnley FC,Standard Liège,loan transfer
Nicolás Díaz,Centre-Back,25,2.80m,Chile,Club Tijuana,Unión Española,loan transfer
Bernard Mensah,Attacking Midfield,29,2.80m,Ghana,Al-Tai FC,Al-Riyadh SC,?
Haitham Asiri,Right Winger,23,400k,Saudi Arabia,Al-Ahli SFC,Al-Qadsiah FC,0
Omar Khedr,Left Winger,18,150k,Egypt,Zed FC U21,Aston Villa U21,0
Can Keleş,Right Winger,22,2.00m,Austria,Fatih Karagümrük,Besiktas JK,0
Sebastian Otoa,Centre-Back,20,600k,Denmark,Aalborg BK,Genoa CFC,0
Delano Burgzorg,Left Winger,25,1.60m,Suriname,1.FSV Mainz 05,Middlesbrough FC,0
Michel Araújo,Left Winger,28,1.50m,Uruguay,São Paulo Futebol Clube,Esporte Clube Bahia,0
Rikelme,Left-Back,21,1.60m,Brazil,Cuiabá Esporte Clube (MT),Shabab Al-Ahli Club,0
Antoine Joujou,Left Winger,21,1.50m,Guadeloupe,Le Havre AC,Parma Calcio 1913,0
Pau Víctor,Centre-Forward,22,1.50m,Spain,Girona FC,FC Barcelona,0
Bruno Fuchs,Centre-Back,25,2.00m,Brazil,CSKA Moscow,Clube Atlético Mineiro,0
